client_cpu_score,client_bandwidth_mbps,client_rtt_ms,client_memory_gb,client_disk_speed,client_network_stability,client_concurrent_load,client_system_temp,image_total_size_mb,image_layer_count,image_avg_entropy,image_text_ratio,image_compression_level,image_sparse_file_ratio,algorithm,target_time
1.8108904159657686,288.1379597503784,73.42545277500258,11.160288501476783,51.980724051703824,0.945999662197994,0.5484224120086691,67.2939772660394,40.793025447761394,28,6.178229688789351,0.5069867871289195,4,0.24679026929665154,2,7.809256370938393
3.827500072434707,403.6890030034932,70.29188541924714,3.120455976723113,50.1485716667644,0.8369023991197424,0.374056769801934,43.103546325107416,26.209243013161302,9,5.206328766114431,0.65263522040369,2,0.1649517939922486,2,0.5
3.061978796339918,381.27966024612874,14.096648873018978,5.392617360352346,262.51855735784693,0.8693279388739773,0.04456551655473931,62.70727961206361,195.01286603858858,13,3.7582802792258976,0.48810157702910806,8,0.2604020658825315,2,3.7267527708575354
2.595304694689628,81.18045282341797,92.64437846605101,12.83151085070951,63.18216725241679,0.9326561273715637,0.73480812055084,64.95994513786165,643.4703394472771,22,2.828552435358132,0.6693432396399127,5,0.037774455168833286,2,81.12162209714982
1.0460652415485279,78.87848752202959,59.00485920489786,9.401601951503476,488.5396491480686,0.896417868904896,0.7842633063011049,47.25592322173424,725.7031733760219,5,6.420852099464074,0.5356121983272599,4,0.2892317565905222,1,180.1983150480633
1.0459808211767092,137.7463120337321,39.55392450789,14.991566865018626,149.92932854362638,0.9477142077269788,0.34483473216946803,53.74594936055701,325.5793254009065,22,6.9426887881425605,0.5573046531706103,2,0.27652810095234565,1,142.23846360432245
0.7032926425886981,183.73198953881342,76.87116543205413,8.00251971677896,262.6991282141801,0.9922415802445719,0.49092864592746177,50.18835452279053,459.2949053532093,22,2.2498586422141456,0.11970809803376792,7,0.17977117514933283,3,106.48342446323896
3.531616510212273,207.1855127971989,29.449718548155236,14.177373121394924,77.51193350550062,0.8233093375430396,0.3602389009949974,77.36744981772671,570.721029525197,14,4.770566910451009,0.16201874204359829,5,0.017616637210290897,1,20.003472665162693
2.6039025411012306,341.4501223325059,70.88343451940044,8.285376124695325,284.9217872770663,0.9419135432796122,0.2575037207088965,45.997443117579365,763.2906254163466,27,3.3065179245290754,0.6075207324011124,9,0.13626085884264197,2,27.375077181910463
2.9782540222861593,33.05681392208852,8.772564719363487,15.709475901827794,220.98025631633382,0.846068831126423,0.061855034286246106,39.16615211124804,732.0871450919967,4,6.16193416774852,0.6339902976634024,7,0.05378188833674591,3,66.8222505744374
0.5720457300353086,22.16298859190286,84.74376357288084,15.437681339584275,70.09701299475068,0.8828953454815138,0.3648541843178391,48.279642143778915,64.60999663747634,21,3.7303654588740285,0.4795245846450281,9,0.18852758052320256,0,200.0
3.89468448256698,198.99572865723496,47.576230467025255,6.6079138777851245,200.80592001330115,0.806572545159028,0.6547076450875613,63.47578538010061,213.56935770323904,5,5.573146445931699,0.5131155892157242,5,0.056989558407083585,3,4.752617848941492
3.413549242801476,350.09602760830035,65.48582686400447,14.402931385835245,226.14620910028503,0.8271814764585398,0.013625168870402861,64.86813451807326,58.33274428503813,9,4.697617107631386,0.5300560878915543,6,0.14453929812723956,2,0.9099566787367562
1.2431868873739664,100.75049476345887,26.017592881634947,13.86655923901909,495.464671073723,0.86395545780978,0.4656861465441779,76.20286576800035,500.90308837146006,6,4.7076169079748516,0.1734939231977646,8,0.061688078058057004,2,50.968300356749765
1.136387385224852,322.5447182218446,69.32200270255255,4.94952556258588,143.54864236371895,0.868397161057597,0.7046176869813512,74.08772424379046,574.1847868486584,23,6.289997155902107,0.5675360229756511,6,0.05455353909870562,0,147.89713957390686
1.1419157844870185,133.61492828044823,78.36282620986128,10.740065610965775,295.1508269165448,0.9799170432924191,0.1740395440114864,44.416026020863775,260.46106163807895,27,4.352022129622821,0.43492898373343536,4,0.07437707278261264,2,67.56442289186742
1.564847850358382,443.6126238626906,49.95525275401788,3.017552418257408,494.2919971393829,0.948362581853303,0.14660469175124977,52.75816244837982,686.0044883439074,3,6.227997670722403,0.5217660836810953,2,0.00875893665479791,3,5.691008823926607
2.336647510712832,448.36652241197515,63.68405778587046,13.713950088168463,406.40864357306083,0.9944365936374082,0.6178213005615545,67.3634494091717,373.1939453209682,26,3.817134140187877,0.4941992801673658,6,0.21483447821395968,1,16.367385390883513
2.0118075652474054,152.1571661192566,48.35096276312786,4.443642369048952,497.01537539694,0.9198143020670482,0.20406914489543465,75.82686403010126,798.7375817756698,9,2.8739147123215254,0.6341001739178272,9,0.09201791290502091,1,19.519770552514537
1.5193019906931466,118.84690821180405,89.93868007949533,2.991405819400703,485.73424159707616,0.8483427464182636,0.15358741404851878,46.858250642844595,20.311760219673445,25,4.2773868882830755,0.322997784601187,8,0.20943241618151406,3,7.174872849182568
2.641485131528328,208.59546617278448,52.29757214886032,7.603067337543356,270.2927939423694,0.8655310059843286,0.30239140045538804,52.222071708849796,105.40197256647419,27,4.491778906885111,0.36146837154721645,3,0.19604346553030408,3,15.01730060914479
0.9882285122821464,124.06313466417362,84.9718273577378,10.076909940395009,363.3691324417546,0.8639671846583934,0.3140016098161744,74.97391352268045,255.39872948956548,6,4.391915988188957,0.3741244145672058,5,0.01983379758695598,3,27.46431828646435
1.5225062698732637,337.8300024293933,81.12844553567362,13.968837419836794,99.699407123518,0.8652988655326503,0.6992808504132528,47.92419365792114,39.89592640389626,17,6.041652059396411,0.6337192694218088,6,0.09361042743700021,0,5.2686404809520715
1.782266451527921,413.90201885140135,43.99795802809387,15.639395357304311,248.51697127106084,0.9345928346223631,0.4947547775469415,54.02564930958679,630.2247770358356,22,4.823394707300485,0.40177883526212466,7,0.1700581599924383,1,38.75782545442276
2.0962449447596256,338.1806048010524,26.85802672646013,8.152895175978092,414.05834402001386,0.9061615856180832,0.32476916507167153,75.22520706090394,61.16199453960404,16,6.442220358794015,0.2239523401900383,2,0.2755203581968825,0,7.06508780899825
3.2481158648755475,413.05347138842797,43.57780259317824,2.846256921793783,277.40089443971453,0.8770848356173289,0.4275103714286135,70.11216089949241,604.2041139691852,20,4.570927474579711,0.7881286792919202,6,0.1203959131345507,0,21.742190435381747
1.1988582375542591,201.5111202926997,83.49065069864591,12.48761810636219,366.2145647677543,0.8298179537457434,0.7631721866602194,42.17154625049014,61.00339785584854,14,3.123575414410021,0.4453673047751835,2,0.15143746356462426,2,7.233586196443965
2.2998205344476403,82.37690050088612,26.625090902842274,9.912425587135125,385.58809849292464,0.8044278325884292,0.0905717412879163,46.239753270596665,217.1272664293756,12,2.647479201313763,0.17647365820924416,8,0.22504764105010516,1,17.600629499694715
2.5734509910171486,370.28571896180813,54.82145285648619,8.270478827822483,164.06111355930224,0.8437669355175386,0.16617241737975316,47.64793637296695,676.1959162136532,17,6.341814104723104,0.5691924691948917,7,0.24098864214460886,0,49.085440891984135
0.662576444519992,183.43488004506918,81.57919105627101,6.329764303090656,444.06471782415446,0.8214942807937363,0.7700229652692443,75.63692367155298,761.8543295054249,19,2.2808639945110585,0.6174136502699387,2,0.2770021511060284,3,200.0
2.6264069816550344,337.2790584884206,38.58036013719599,9.0335793898095,256.9200939091305,0.9570890061704479,0.7658598788217633,79.94668685522696,343.33054727519954,26,2.5880480595988113,0.45015598723622685,4,0.14915683120337184,3,17.693719723407114
1.0968344329055204,138.968751280974,66.00991551525625,6.741514462398433,144.5832966296947,0.8224995915627771,0.14173233701181812,68.700215107772,776.55239216379,16,2.3182925945882054,0.552520052794125,7,0.05815137885055962,3,84.06136307144781
